path	line	offset_or_marker	text
src/patches/patch_move_into_c.pl	249	patch_	# dispatch_event_raw() #
src/patches/patch_move_into_c.pl	254	patch	patch(0x435a40,
src/patches/patch_move_into_c.pl	255	0x20010dd	"""e9 98 b6 bc 01"",	# jmp 0x20010dd"
src/patches/patch_move_into_c.pl	264	patch	patch(0x434960,
src/patches/patch_move_into_c.pl	265	0x200b91b	"""e9 b6 6f bd 01"",	# jmp 0x200b91b"
src/patches/patch_move_into_c.pl	275	patch	patch(0x4a3170,
src/patches/patch_move_into_c.pl	276	0x200b920	"""e9 ab 87 b6 01"",	# jmp 0x200b920"
src/patches/patch_move_into_c.pl	285	patch	patch(0x43a060,
src/patches/patch_move_into_c.pl	286	0x200b93e	"""e9 d9 18 bd 01"",	# jmp 0x200b93e"
src/patches/patch_move_into_c.pl	296	patch	patch(0x4d4ca0,
src/patches/patch_move_into_c.pl	297	0x2001d76	"""e9 d1 d0 b2 01"",	# jmp 0x2001d76"
src/patches/patch_move_into_c.pl	309	patch	patch(0x48cb80,
src/patches/patch_move_into_c.pl	310	0x200b97a	"""e9 f5 ed b7 01"");	# jmp 0x200b97a"
src/patches/patch_move_into_c.pl	318	patch	patch(0x43acf0,
src/patches/patch_move_into_c.pl	319	0x200ba1a	"""e9 25 0d bd 01"",	# jmp 0x200ba1a"
src/patches/patch_move_into_c.pl	328	patch	patch(0x43d590,
src/patches/patch_move_into_c.pl	329	0x200ba1f	"""e9 8a e4 bc 01"",	# jmp 0x200ba1f"
src/patches/patch_move_into_c.pl	338	patch	patch(0x436550,
src/patches/patch_move_into_c.pl	339	0x200ba51	"""e9 fc 54 bd 01"",	# jmp 0x200ba51"
src/patches/patch_move_into_c.pl	348	patch	patch(0x436450,
src/patches/patch_move_into_c.pl	349	0x200ba56	"""e9 01 56 bd 01"",	# jmp 0x200ba56"
src/patches/patch_move_into_c.pl	358	patch	patch(0x4346e0,
src/patches/patch_move_into_c.pl	359	0x200ba5b	"""e9 76 73 bd 01"",	# jmp 0x200ba5b"
src/patches/patch_move_into_c.pl	369	patch	patch(0x43a280,
src/patches/patch_move_into_c.pl	370	0x200ba65	"""e9 e0 17 bd 01"",	# jmp 0x200ba65"
src/patches/patch_move_into_c.pl	379	0x7a2b68	"#43a2d4:	c7 05 68 2b 7a 00 3e 00 00 00		mov	dword [0x7a2b68], 0x3e"
src/patches/patch_move_into_c.pl	380	patch	patch(0x43a2d0,
src/patches/patch_move_into_c.pl	381	0x200ba6a	"""e9 95 17 bd 01"",	# jmp 0x200ba6a"
src/patches/patch_move_into_c.pl	387	0x4af110	#Jmp to the C implementation instead of setting in ct_all.csv, since 0x4af110() checks for it by address.
src/patches/patch_move_into_c.pl	391	patch	patch(0x4b9910,
src/patches/patch_move_into_c.pl	392	0x200baba	"""e9 a5 21 b5 01"",	# jmp 0x200baba"
src/patches/patch_move_into_c.pl	398	0x4af110	#Jmp to the C implementation instead of setting in ct_all.csv, since 0x4af110() checks for it by address.
src/patches/patch_move_into_c.pl	402	patch	patch(0x4b9d20,
src/patches/patch_move_into_c.pl	403	0x200babf	"""e9 9a 1d b5 01"",	# jmp 0x200babf"
src/patches/patch_move_into_c.pl	412	patch	patch(0x433e10,
src/patches/patch_move_into_c.pl	413	0x200bad3	"""e9 be 7c bd 01"",	# jmp 0x200bad3"
src/patches/patch_move_into_c.pl	421	0x73825c	"#402933:	ff 35 5c 82 73 00	push	dword [0x73825c]"
src/patches/patch_move_into_c.pl	422	patch	patch(0x402930,
src/patches/patch_move_into_c.pl	423	0x200bb14	"""e9 df 91 c0 01"",	# jmp 0x200bb14"
src/patches/patch_move_into_c.pl	432	patch	patch(0x48c9d0,
src/patches/patch_move_into_c.pl	433	0x200bb19	"""e9 44 f1 b7 01"",	# jmp 0x200bb19"
src/patches/patch_move_into_c.pl	442	patch	patch(0x477ec0,
src/patches/patch_move_into_c.pl	443	0x200bb28	"""e9 63 3c b9 01"",	# jmp 0x200bb28"
src/patches/patch_move_into_c.pl	452	patch	patch(0x477f30,
src/patches/patch_move_into_c.pl	453	0x200bb2d	"""e9 f8 3b b9 01"",	# jmp 0x200bb2d"
src/patches/patch_move_into_c.pl	461	0x62bce8	"#476f13:	a1 e8 bc 62 00	mov	eax, dword [0x62bce8]"
src/patches/patch_move_into_c.pl	462	patch	patch(0x476f10,
src/patches/patch_move_into_c.pl	463	0x200bb37	"""e9 22 4c b9 01"",	# jmp 0x200bb37"
src/patches/patch_move_into_c.pl	472	patch	patch(0x4779f0,
src/patches/patch_move_into_c.pl	473	0x200bb69	"""e9 74 41 b9 01"",	# jmp 0x200bb69"
src/patches/patch_move_into_c.pl	482	patch	patch(0x4671a0,
src/patches/patch_move_into_c.pl	483	0x2001d4e	"""e9 a9 ab b9 01"",	# jmp 0x2001d4e"
src/patches/patch_move_into_c.pl	492	patch	patch(0x435f50,
src/patches/patch_move_into_c.pl	493	0x200e242	"""e9 ed 82 bd 01"",	# jmp 0x200e242"
src/patches/patch_move_into_c.pl	502	patch	patch(0x47d2f0,
src/patches/patch_move_into_c.pl	503	0x200e24c	"""e9 57 0f b9 01"",	# jmp 0x200e24c"
src/patches/patch_move_into_c.pl	507	patch_	# dispatch_trigger_to_one_card #
src/patches/patch_move_into_c.pl	513	patch	patch(0x477970,
src/patches/patch_move_into_c.pl	514	0x200892d	"""e9 b8 0f b9 01"");	# jmp 0x200892d"
src/patches/patch_move_into_c.pl	522	patch	patch(0x42de60,
src/patches/patch_move_into_c.pl	523	0x2004ad5	"""e9 70 6c bd 01"",		# jmp 0x2004ad5"
src/patches/patch_move_into_c.pl	533	patch	patch(0x479bf0,
src/patches/patch_move_into_c.pl	534	0x2001d17	"""e9 22 81 b8 01"",	# jmp 0x2001d17"
src/patches/patch_move_into_c.pl	543	patch	patch(0x42fed0,
src/patches/patch_move_into_c.pl	544	0x200e2c9	"""e9 f4 e3 bd 01"",	# jmp 0x200e2c9"
src/patches/patch_move_into_c.pl	553	patch	patch(0x48cb60,
src/patches/patch_move_into_c.pl	554	0x200e2ce	"""e9 69 17 b8 01"",	# jmp 0x200e2ce"
src/patches/patch_move_into_c.pl	563	patch	patch(0x46a0f0,
src/patches/patch_move_into_c.pl	564	0x200e2d3	"""e9 de 41 ba 01"",	# jmp 0x200e2d3"
src/patches/patch_move_into_c.pl	573	patch	patch(0x46a000,
src/patches/patch_move_into_c.pl	574	0x200e2d8	"""e9 d3 42 ba 01"",	# jmp 0x200e2d8"
src/patches/patch_move_into_c.pl	584	patch	patch(0x440f00,
src/patches/patch_move_into_c.pl	585	0x200e2dd	"""e9 d8 d3 bc 01"");	# jmp 0x200e2dd"
src/patches/patch_move_into_c.pl	593	patch	patch(0x46b6f0,
src/patches/patch_move_into_c.pl	594	0x200e2e2	"""e9 ed 2b ba 01"",	# jmp 0x200e2e2"
src/patches/patch_move_into_c.pl	603	patch	patch(0x4b5d90,
src/patches/patch_move_into_c.pl	604	0x200e2e7	"""e9 52 85 b5 01"",	# jmp 0x200e2e7"
src/patches/patch_move_into_c.pl	608	patch_	# dispatch_event_to_single_card #
src/patches/patch_move_into_c.pl	613	patch	patch(0x435b50,
src/patches/patch_move_into_c.pl	614	0x200e2ec	"""e9 97 87 bd 01"",	# jmp 0x200e2ec"
src/patches/patch_move_into_c.pl	623	0x4d2b30	jmp_to(0x4d2b30 => 0x200ec33);
src/patches/patch_move_into_c.pl	631	0x4d25d0	jmp_to(0x4d25d0 => 0x200ec38);
src/patches/patch_move_into_c.pl	639	0x4d2d80	jmp_to(0x4d2d80 => 0x200ec3d);
src/patches/patch_multiblock.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_multiblock.pl	5	hook	# 2. Hooks the already-existing hook for card_multiblocker *again*.
src/patches/patch_multiblock.pl	26	Magic.exe	"$filename = ""Magic.exe"";"
src/patches/patch_multiblock.pl	31	0x200b245	# Replace entire function with an injection to 0x200b245 (process_multiblock) #
src/patches/patch_multiblock.pl	38	0xb3850	seek_and_write($f, 0xb3850,
src/patches/patch_multiblock.pl	39	0x0200b245	"0xe9, 0xf0, 0x79, 0xb5, 0x01,	# jmp 0x0200b245"
src/patches/patch_multiblock.pl	43	0x200b24a	# Replace entire function with an injection to 0x200b24a (card_multiblocker_hook) #
src/patches/patch_multiblock.pl	46	0x458430	"# 401010:	e9 1b 74 05 00	jmp	0x458430	; Ha!"
src/patches/patch_multiblock.pl	48	0x1010	seek_and_write($f, 0x1010,
src/patches/patch_multiblock.pl	49	0x0200b24a	"0xe9, 0x35, 0xa2, 0xc0, 0x01);	# jmp 0x0200b24a"
src/patches/patch_multitype_lands.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_multitype_lands.pl	25	Magic.exe	"$filename = ""Magic.exe"";"
src/patches/patch_multitype_lands.pl	35	0x433c33	"# 433bbb:	74 76		je	0x433c33		;     == 0) goto 0x433c33"
src/patches/patch_multitype_lands.pl	37	0x33bb8	seek_and_write($f, 0x33bb8,
src/patches/patch_multitype_lands.pl	39	0x433c33	"0x75, 0x76);		# jne 0x433c33		;     != 0) goto 0x433c33"
src/patches/patch_multitype_lands.pl	47	0x433d41	"# 433cbe:	0f 84 7d 00 00 00	je	0x433d41		;     == 0) goto 0x433d41"
src/patches/patch_multitype_lands.pl	49	0x33cbb	seek_and_write($f, 0x33cbb,
src/patches/patch_multitype_lands.pl	51	0x433d41	"0x0f, 0x85, 0x7d, 0x00, 0x00, 0x00);	# jne 0x433d41	;     != 0) goto 0x433d41"
src/patches/patch_multitype_lands.pl	59	0x433edf	"# 433e94:	74 49		je	0x433edf		;     == 0) goto 0x433edf"
src/patches/patch_multitype_lands.pl	61	0x33e91	seek_and_write($f, 0x33e91,
src/patches/patch_multitype_lands.pl	63	0x433c33	"0x75, 0x49);		# jne 0x433c33		;     != 0) goto 0x433edf"
src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	8	Patch	use Manalink::Patch;
src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	15	0x48fbbe	"#48fbb3:	74 09			je	0x48fbbe		;     == 0) goto 0x48fbbe"
src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	16	patch	"patch(""Magic.exe"", 0x48fbac,"
src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	17	0x48fbbe	"""eb 10"",		# jmp 0x48fbbe"
src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	22	0x48fcf8	"#48fc8e:	74 68			je	0x48fcf8		;     == 0) goto 0x48fcf8"
src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	23	patch	patch(0x48fc87,
src/patches/patch_not_in_combat_window_if_no_longer_attacking.pl	24	0x48fcf8	"""eb 6f"",		# jmp 0x48fcf8"
src/patches/patch_orphan_manalinkex.pl	3	Magic.exe	# Updates Magic.exe in-place to eliminate references to ManalinkEx.dll, either
src/patches/patch_orphan_manalinkex.pl	9	Patch	use Manalink::Patch;
src/patches/patch_orphan_manalinkex.pl	11	0x42e953	"foreach my $addr (0x42e953,	# in charge_mana() - now in C"
src/patches/patch_orphan_manalinkex.pl	12	0x42eac9	"0x42eac9,	# in charge_mana() - now in C"
src/patches/patch_orphan_manalinkex.pl	13	0x43549e	"0x43549e,	# in get_abilities() - now in C"
src/patches/patch_orphan_manalinkex.pl	14	0x4671bc	"0x4671bc,	# in get_card_or_subtype_name() - now in C"
src/patches/patch_orphan_manalinkex.pl	15	0x46a028	"0x46a028,	# in load_startduel_assets2() - now in C"
src/patches/patch_orphan_manalinkex.pl	16	0x46b71b	"0x46b71b,	# in load_endduel_assets() - now in C"
src/patches/patch_orphan_manalinkex.pl	17	0x440f06	"0x440f06,	# in launch_mcu() - now in C"
src/patches/patch_orphan_manalinkex.pl	18	0x46a05e	"0x46a05e,	# in load_startduel_assets2() - now in C"
src/patches/patch_orphan_manalinkex.pl	19	0x46a08b	"0x46a08b,	# in load_startduel_assets2() - now in C"
src/patches/patch_orphan_manalinkex.pl	20	0x46a118	"0x46a118,	# in load_startduel_assets() - now in C"
src/patches/patch_orphan_manalinkex.pl	21	0x46a14e	"0x46a14e,	# in load_startduel_assets() - now in C"
src/patches/patch_orphan_manalinkex.pl	22	0x46a17b	"0x46a17b,	# in load_startduel_assets() - now in C"
src/patches/patch_orphan_manalinkex.pl	23	0x472815	"0x472815,	# in count_colors_of_lands_in_play() - now in C"
src/patches/patch_orphan_manalinkex.pl	24	0x479bf7	"0x479bf7,	# in shuffle() - now in C"
src/patches/patch_orphan_manalinkex.pl	25	0x48cbb4	"0x48cbb4,	# in get_special_counters_name() - now in C"
src/patches/patch_orphan_manalinkex.pl	26	0x4d4ca9	"0x4d4ca9)	# in get_counter_type_by_id() - now in C"
src/patches/patch_orphan_manalinkex.pl	28	patch	"patch(""Magic.exe"", $addr,"
src/patches/patch_orphan_manalinkex.pl	36	0x12046ee	"# 4486cd:	e9 1c c0 db 00			jmp    0x12046ee"
src/patches/patch_orphan_manalinkex.pl	38	0x620280	"#12046ee:	c7 05 80 02 62 00 00 00 00 00	mov	dword ptr 0x620280, 0x0"
src/patches/patch_orphan_manalinkex.pl	40	0x2001d49	"#12046f9:	e8 4b d6 df 00			call	0x2001d49"
src/patches/patch_orphan_manalinkex.pl	43	0x4486d2	"#1204702:	e9 cb 3f 24 ff			jmp	0x4486d2"
src/patches/patch_orphan_manalinkex.pl	44	patch	"patch(""Magic.exe"", 0x4486cd,"
src/patches/patch_orphan_manalinkex.pl	45	0x4030cd	"""e9 fb a9 fb ff"");			# jmp	0x4030cd"
src/patches/patch_orphan_manalinkex.pl	46	patch	"patch(0x4030cd,	# unused space within what was previously card_generic_legend()"
src/patches/patch_orphan_manalinkex.pl	47	0x620280	"""c7 05	80 02 62 00	00 00 00 00"",	# mov	dword ptr 0x620280, 0x0"
src/patches/patch_orphan_manalinkex.pl	49	0x2001d49	"""e8 6c ec bf 01"",				# call	0x2001d49		; set_challenge(eax)"
src/patches/patch_orphan_manalinkex.pl	51	0x4486d2	"""e9 ed 55 04 00"");			# jmp	0x4486d2"
src/patches/patch_orphan_manalinkex.pl	52	0x4030e4	#Last used: 0x4030e4
src/patches/patch_orphan_manalinkex.pl	58	0x1204904	"# 440f74:	68 04 49 20 01			push   0x1204904"
src/patches/patch_orphan_manalinkex.pl	59	patch	patch(0x440f74,
src/patches/patch_orphan_manalinkex.pl	60	0x4030e5	"""68 e5 30 40 00"");			# push	0x4030e5"
src/patches/patch_orphan_manalinkex.pl	61	patch	"patch(0x4030e5,	# unused space within what was previously card_generic_legend()"
src/patches/patch_orphan_manalinkex.pl	64	0x4030f7	#Last used: 0x4030f7
src/patches/patch_orphan_manalinkex.pl	70	0x401ab0	"# 4d3071:	e8 3a ea f2 ff		call	0x401ab0"
src/patches/patch_orphan_manalinkex.pl	77	0x12049b1	"# 4d307c:	e9 30 19 d3 00		jmp	0x12049b1"
src/patches/patch_orphan_manalinkex.pl	101	0x20024b5	"#12049ca:	e8 e6 da df 00		call	0x20024b5"
src/patches/patch_orphan_manalinkex.pl	110	0x4d3081	"#12049de:	e9 9e e6 2c ff		jmp	0x4d3081"
src/patches/patch_orphan_manalinkex.pl	111	patch	patch(0x4d3076,
src/patches/patch_orphan_manalinkex.pl	112	0x4030f8	"""e9 7d 00 f3 ff"",			# jmp 0x4030f8"
src/patches/patch_orphan_manalinkex.pl	114	patch	"patch(0x4030f8,	# unused space within what was previously card_generic_legend()"
src/patches/patch_orphan_manalinkex.pl	121	0x20024b5	"""e8 a9 f3 bf 01"",			# call	0x20024b5"
src/patches/patch_orphan_manalinkex.pl	124	0x4d3086	"""e9 6c ff 0c 00"");		# jmp	0x4d3086"
src/patches/patch_orphan_manalinkex.pl	125	0x403119	#Last used: 0x403119
src/patches/patch_orphan_manalinkex.pl	131	0x401ab0	"# 489e7c:	e8 2f 7c f7 ff		call	0x401ab0"
src/patches/patch_orphan_manalinkex.pl	132	0x1270000	"# 489e81:	e9 7a 61 de 00		jmp	0x1270000"
src/patches/patch_orphan_manalinkex.pl	152	0x20024b5	"#127000f:	e8 a1 24 d9 00		call	0x20024b5"
src/patches/patch_orphan_manalinkex.pl	155	0x489e91	"#127001d:	e9 6f 9e 21 ff		jmp	0x489e91"
src/patches/patch_orphan_manalinkex.pl	156	patch	patch(0x489e81,
src/patches/patch_orphan_manalinkex.pl	157	0x40311a	"""e9 94 92 f7 ff"");		# jmp 0x40311a"
src/patches/patch_orphan_manalinkex.pl	158	patch	"patch(0x40311a,	# unused space within what was previously card_generic_legend() and card_angel_of_mercy()"
src/patches/patch_orphan_manalinkex.pl	165	0x20024b5	"""e8 87 f3 bf 01"",			# call	0x20024b5"
src/patches/patch_orphan_manalinkex.pl	168	0x489e91	"""e9 55 6d 08 00"",			# jmp 0x489e91"
src/patches/patch_orphan_manalinkex.pl	169	0x40313b	#Last used: 0x40313b
src/patches/patch_orphan_manalinkex.pl	171	0x40313f	#Last cleared: 0x40313f
src/patches/patch_orphan_manalinkex.pl	178	0x1204745	"# 4cea26:	e9 1a 5d d3 00		jmp	0x1204745"
src/patches/patch_orphan_manalinkex.pl	220	0x628c90	"# 4cea5e:	b8 90 8c 62 00		mov	eax, 0x628c90"
src/patches/patch_orphan_manalinkex.pl	236	0x628c90	"#120475d:	68 90 8c 62 00		push	0x628c90"
src/patches/patch_orphan_manalinkex.pl	237	0x4d5abc	"#1204762:	e8 55 13 2d ff		call	0x4d5abc"
src/patches/patch_orphan_manalinkex.pl	238	0x4eee1c	"#1204767:	68 1c ee 4e 00		push	0x4eee1c"
src/patches/patch_orphan_manalinkex.pl	240	0x4cec40	"#120476e:	e8 cd a4 2c ff		call	0x4cec40"
src/patches/patch_orphan_manalinkex.pl	242	0x4cea2b	"#1204776:	e9 b0 a2 2c ff		jmp	0x4cea2b"
src/patches/patch_orphan_manalinkex.pl	243	patch	patch(0x4cea26,
src/patches/patch_orphan_manalinkex.pl	248	0x628c90	"""68 90 8c 62 00"",			# push	0x628c90"
src/patches/patch_orphan_manalinkex.pl	249	0x4d5abc	"""e8 7e 70 00 00"",			# call	0x4d5abc"
src/patches/patch_orphan_manalinkex.pl	250	0x4eee1c	"""68 1c ee 4e 00"",			# push	0x4eee1c"
src/patches/patch_orphan_manalinkex.pl	252	0x4cec40	"""e8 f6 01 00 00"",			# call	0x4cec40"
src/patches/patch_orphan_manalinkex.pl	268	0x120477c	"# 4cebb6:	e9 c1 5b d3 00		jmp	0x120477c"
src/patches/patch_orphan_manalinkex.pl	286	0x6090c0	"# 4cebd3:	b8 c0 90 60 00		mov	eax, 0x6090c0"
src/patches/patch_orphan_manalinkex.pl	295	0x6090c0	"#120478a:	68 c0 90 60 00		push	0x6090c0"
src/patches/patch_orphan_manalinkex.pl	296	0x4d5abc	"#120478f:	e8 28 13 2d ff		call	0x4d5abc"
src/patches/patch_orphan_manalinkex.pl	297	0x4cebbb	"#1204794:	e9 22 a4 2c ff		jmp	0x4cebbb"
src/patches/patch_orphan_manalinkex.pl	299	patch	patch(0x4cebb6,
src/patches/patch_orphan_manalinkex.pl	300	0x40313c	"""e9 81 45 f3 ff"");		# jmp	0x40313c"
src/patches/patch_orphan_manalinkex.pl	301	patch	"patch(0x40313c,	# unused space within what was previously card_angel_of_mercy()"
src/patches/patch_orphan_manalinkex.pl	311	0x6090c0	"""68 c0 90 60 00"",			# push	0x6090c0"
src/patches/patch_orphan_manalinkex.pl	313	0x4d5abc	"""e8 6b 29 0d 00"",			# call	0x4d5abc"
src/patches/patch_orphan_manalinkex.pl	315	0x4cebbb	"""e9 65 ba 0c 00"",			# jmp	0x4cebbb"
src/patches/patch_orphan_manalinkex.pl	319	0x40319f	#(Last usable in this function: 0x40319f)
src/patches/patch_recalculate.pl	3	Magic.exe	# Updates Magic.exe and ManalinkEx.dll in-place.
src/patches/patch_recalculate.pl	10	Patch	use Manalink::Patch;
src/patches/patch_recalculate.pl	20	patch	"patch(""Magic.exe"", 0x4351c0,"
src/patches/patch_recalculate.pl	21	0x0200b24f	"""e9 8a 60 bd 01"",	# jmp 0x0200b24f"
src/patches/patch_recalculate.pl	28	0xf7ffffff	"# 43549e:	81 66 28 ff ff ff f7	and	dword [esi+0x28], 0xf7ffffff	; instance->regen_status &= ~KEYWORD_RECALC_ABILITIES"
src/patches/patch_recalculate.pl	29	0x4355b0	"# 4354a5:	e9 06 01 00 00		jmp	0x4355b0			; goto 0x4355b0"
src/patches/patch_recalculate.pl	31	patch	patch(0x43549e,
src/patches/patch_recalculate.pl	32	0x1270170	"""e9 cd ac e3 00"",		# jmp 0x1270170"
src/patches/patch_recalculate.pl	35	patch	"patch(""ManalinkEx.dll"", 0x1270170,"
src/patches/patch_recalculate.pl	36	0xf7ffffff	"""81 66 28 ff ff ff f7"",	# and	dword [esi+0x28], 0xf7ffffff	; instance->regen_status &= ~KEYWORD_RECALC_ABILITIES"
src/patches/patch_recalculate.pl	38	0x60a548	"""83 3d 48 a5 60 00 00"",	# cmp	dword [0x60a548], 0		; if (dword_60A548 - 0"
src/patches/patch_recalculate.pl	42	0x4355b0	# ; (It's safe to use eax, since the first instruction after jmping back to 0x4355b0 sets it.)
src/patches/patch_recalculate.pl	44	0x7c7000	"""8b 04 85 00 70 7c 00"",	# mov	eax, dword [eax*4+0x7c7000]	; eax = cards_at_7c7000[eax]"
src/patches/patch_recalculate.pl	54	0xffffdfff	"""81 66 08 ff df ff ff"",	# and	dword [esi+0x08], 0xffffdfff	; instance->state &= ~STATE_VIGILANCE"
src/patches/patch_recalculate.pl	55	0xffff77ff	"""81 66 18 ff 77 ff ff"",	# and	dword [esi+0x18], 0xffff77ff	; instance->token_status &= ~(STATUS_WALL_CAN_ATTACK | STATUS_CANT_ATTACK)"
src/patches/patch_recalculate.pl	58	0x4355b0	"""e9 fa 53 1c ff"");	# jmp	0x4355b0			; goto 0x4355b0"
src/patches/patch_resolve_activation_during_charge_mana.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_resolve_activation_during_charge_mana.pl	5	patch_	# 1. Replace the calls to dispatch_event_to_single_card(player, card, EVENT_ACTIVATE, 1-player, -1) in charge_mana() and autotap_mana_source() to a function in
src/patches/patch_resolve_activation_during_charge_mana.pl	11	Patch	use Manalink::Patch;
src/patches/patch_resolve_activation_during_charge_mana.pl	17	0x435b50	"#42ea4a:	e8 01 71 00 00	call	0x435b50	; dispatch_event_to_single_card(/*5 args already pushed*/)"
src/patches/patch_resolve_activation_during_charge_mana.pl	20	patch	"#patch(""Magic.exe"", 0x42ea4a,"
src/patches/patch_resolve_activation_during_charge_mana.pl	21	0x2002a23	"#      ""e8 d4 3f bd 01"");	# call	0x2002a23	; event_activate_then_duplicate_into_stack(/*same 5 args already pushed*/)"
src/patches/patch_resolve_activation_during_charge_mana.pl	27	0x435b50	"#42ffb2:	e8 99 5b 00 00	call	0x435b50	; dispatch_event_to_single_card(/*5 args already pushed*/)"
src/patches/patch_resolve_activation_during_charge_mana.pl	29	patch	patch(0x42ffb2,
src/patches/patch_resolve_activation_during_charge_mana.pl	30	0x2002a23	"""e8 6c 2a bd 01"");	# call	0x2002a23	; event_activate_then_duplicate_into_stack(/*same 5 args already pushed*/)"
src/patches/patch_save_or_load_supplement.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_save_or_load_supplement.pl	8	Patch	use Manalink::Patch;
src/patches/patch_save_or_load_supplement.pl	28	patch	"patch(""Magic.exe"", 0x49f4ea,"
src/patches/patch_save_or_load_supplement.pl	30	0x200bb32	"""e8 40 c6 b6 01"",		# call	0x200bb32		; eax = save_or_load_supplement(v4)"
src/patches/patch_save_or_load_supplement.pl	56	patch	patch(0x4a02ac,
src/patches/patch_save_or_load_supplement.pl	58	0x200bb32	"""e8 7e b8 b6 01"",		# call	0x200bb32		; eax = save_or_load_supplement(v4)"
src/patches/patch_shandalar_dll.pl	3	Shandalar.exe	# Updates Shandalar.exe in-place.
src/patches/patch_shandalar_dll.pl	4	Shandalar.exe	# 1. Flags the .text segment of Shandalar.exe as writeable (so we can fix pointers at runtime from Shandalar.dll)
src/patches/patch_shandalar_dll.pl	9	Patch	use Manalink::Patch;
src/patches/patch_shandalar_dll.pl	16	patch	"patch(""RAW"", ""Shandalar.exe"", 0x19c,"
src/patches/patch_shandalar_dll.pl	24	patch	"patch(""Shandalar.exe"", 0x4cdd7c,"
src/patches/patch_shandalar_dll.pl	25	0x4c8600	"""e9 7f a8 ff ff"",				# jmp	0x4c8600"
src/patches/patch_shandalar_dll.pl	31	0x4c85f8	# Previous contents: nop's from 0x4c85f8 all the way to 0x4c8b1f (the result of moving a function into image.dll)
src/patches/patch_shandalar_dll.pl	32	patch	patch(0x4c8600,
src/patches/patch_shandalar_dll.pl	34	0x4c8644	"""e8 3c 00 00 00"",			# call	0x4c8644		; eax = call_shandalar_dll_init_shandalar(lpCmdLine)"
src/patches/patch_shandalar_dll.pl	38	0x4cdd86	"""e9 69 57 00 00"",			# jmp	0x4cdd86		; go back to injection point"
src/patches/patch_shandalar_dll.pl	49	0x4c8624	"""68 24 86 4c 00"",			# push	0x4c8624		; arg1 = ""shandalar.dll"""
src/patches/patch_shandalar_dll.pl	50	0x987970	"""ff 15 70 79 98 00"",		# call	dword [0x987970]	; eax = LoadLibraryA(""shandalar.dll"")"
src/patches/patch_shandalar_dll.pl	51	0x4c8620	"""a3 20 86 4c 00"",			# mov	0x4c8620, eax		; shandalar_dll_handle = eax"
src/patches/patch_shandalar_dll.pl	52	0x4c8634	"""68 34 86 4c 00"",			# push	0x4c8634		; arg2 = ""init_shandalar"""
src/patches/patch_shandalar_dll.pl	54	0x9878d8	"""ff 15 d8 78 98 00"",		# call	dword [0x9878d8]	; eax = GetProcAddress(shandalar_dll_handle, ""init_shandalar"")"
src/patches/patch_smallcard_size.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_smallcard_size.pl	8	Patch	use Manalink::Patch;
src/patches/patch_smallcard_size.pl	18	0x7286f8	"# 494d45:	a3 f8 86 72 00	mov	dword ptr [0x7286f8], eax"
src/patches/patch_smallcard_size.pl	20	patch	"patch(""Magic.exe"", 0x494d3c,"
src/patches/patch_smallcard_size.pl	22	0x200e247	"""e8 05 95 b7 01"",	# call	0x200e247	; eax = set_smallcard_size(client_rect.right)"
src/patches/patch_smallcard_size.pl	24	0x494d59	"""eb 12"",		# jmp	0x494d59	; skip rest of previous calculation"
src/patches/patch_tap_enchantments.pl	3	Magic.exe	# Updates Magic.exe in-place.
src/patches/patch_tap_enchantments.pl	9	Patch	use Manalink::Patch;
src/patches/patch_tap_enchantments.pl	19	0x438bf0	"#438bea:	74 04			je	0x438bf0		;     == 0 goto 0x438bf0"
src/patches/patch_tap_enchantments.pl	20	patch	"patch(""Magic.exe"", 0x438be3,"
src/patches/patch_tapped_to_play_ability.pl	3	Magic.exe	# Updates Magic.exe and ManalinkEx.dll in-place.
src/patches/patch_tapped_to_play_ability.pl	16	patch_	#       dispatch_event(player, card, EVENT_PLAY_ABILITY);
src/patches/patch_tapped_to_play_ability.pl	18	patch_	#       dispatch_event(player, card, EVENT_TAP_CARD);
src/patches/patch_tapped_to_play_ability.pl	23	Patch	use Manalink::Patch;
src/patches/patch_tapped_to_play_ability.pl	34	0x4359b0	"# 43461a:	e8 91 13 00 00	call	0x4359b0		; dispatch_event(player, card, EVENT_TAP_CARD)"
src/patches/patch_tapped_to_play_ability.pl	36	0x434639	"# 434622:	eb 15		jmp	0x434639		; skip the EVENT_PLAY_ABILITY branch."
src/patches/patch_tapped_to_play_ability.pl	38	patch	"patch(""Magic.exe"", 0x43460d,"
